"","Position","Track.Name","Artist","Streams","URL","Date","Region","Danceability","Duration","Instrumentalness","Speechiness","Tempo"
"773596",174,"For Whom The Bell Tolls","J. Cole",157629,"3MWlVSkoLS1e66nlZ2tuWJ","2017-01-10","us",NA,NA,NA,NA,NA
"773597",175,"Another Day Of Sun - From ""La La Land"" Soundtrack","La La Land Cast",157238,"0zCfmceT1YvtZXGbR6Roht","2017-01-10","us",NA,NA,NA,NA,NA
"773598",176,"Wet Dreamz","J. Cole",155142,"6Ius4TC0L3cN74HT7ENE6e","2017-01-10","us",NA,NA,NA,NA,NA
"773599",177,"There He Go","Kodak Black",155127,"6canmpFnLHVUzvVWAodifz","2017-01-10","us",NA,NA,NA,NA,NA
"773600",178,"Hymn For The Weekend - Seeb Remix","Coldplay",154110,"1OAiWI2oPmglaOiv9fdioU","2017-01-10","us",NA,NA,NA,NA,NA
"773601",179,"Do What I Want","Lil Uzi Vert",153740,"4IWGnyOHDrVZEtPWfs4s7q","2017-01-10","us",NA,NA,NA,NA,NA
"773602",180,"My Way","Calvin Harris",153553,"1vvNmPOiUuyCbgWmtc6yfm","2017-01-10","us",NA,NA,NA,NA,NA
"773603",181,"Castro","Yo Gotti",153383,"0rHJxNaQRMGK6Y4TUx3xRO","2017-01-10","us",NA,NA,NA,NA,NA
"773604",182,"PILLOWTALK","ZAYN",153341,"0PDUDa38GO8lMxLCRc4lL1","2017-01-10","us",NA,NA,NA,NA,NA
"773605",183,"Attention","The Weeknd",152141,"6pDVjCUA3B1vg9waKutAsv","2017-01-10","us",NA,NA,NA,NA,NA
"773606",184,"Hotline Bling","Drake",151825,"2FBUoWkIuQXwayw2RNo5l6","2017-01-10","us",NA,NA,NA,NA,NA
"773607",185,"Miss You","James Hersey",151722,"7of1slAJIWrXxP8ikAHxje","2017-01-10","us",NA,NA,NA,NA,NA
"773608",186,"All I Know","The Weeknd",151327,"0NWqNXBJTpXbkI5rPWNy3p","2017-01-10","us",NA,NA,NA,NA,NA
"773609",187,"Let It Go","James Bay",150397,"13HVjjWUZFaWilh2QUJKsP","2017-01-10","us",NA,NA,NA,NA,NA
"773610",188,"Feel Me","Tyga",149955,"2Cth0v1xri32oZ799rL3rl","2017-01-10","us",NA,NA,NA,NA,NA
"773611",189,"How Far I'll Go","Auli'i Cravalho",149574,"6mb6lVLNrcUgLnEN8QnDJd","2017-01-10","us",NA,NA,NA,NA,NA
"773612",190,"Juke Jam (feat. Justin Bieber & Towkio)","Chance The Rapper",148967,"3eze1OsZ1rqeXkKStNfTmi","2017-01-10","us",NA,NA,NA,NA,NA
"773613",191,"No Type","Rae Sremmurd",148820,"4scpF6J5uMBvoh6sFB7EL1","2017-01-10","us",NA,NA,NA,NA,NA
"773614",192,"False Alarm","The Weeknd",148759,"32lgtADX2cB9I4KFs1Y1py","2017-01-10","us",NA,NA,NA,NA,NA
"773615",193,"Skateboard P","MadeinTYO",148384,"4qdgv45EPcQqpQ08tF34f8","2017-01-10","us",NA,NA,NA,NA,NA
"773616",194,"Unsteady","X Ambassadors",147311,"7lGKEWMXVWWTt3X71Bv44I","2017-01-10","us",NA,NA,NA,NA,NA
"773617",195,"beibs in the trap","Travis Scott",147109,"0ESJlaM8CE1jRWaNtwSNj8","2017-01-10","us",NA,NA,NA,NA,NA
"773618",196,"Sorry","Justin Bieber",147100,"69bp2EbF7Q2rqc5N3ylezZ","2017-01-10","us",NA,NA,NA,NA,NA
"773619",197,"Baptized In Fire","Kid Cudi",146428,"6WSBZroxQaO3FYEpT2ACFH","2017-01-10","us",NA,NA,NA,NA,NA
"773620",198,"Rap God","Eminem",145552,"6sDQ4uiWw9OdVrCXFLSlZt","2017-01-10","us",NA,NA,NA,NA,NA
"773621",199,"Cash Machine","DRAM",144842,"6GG2tkV9PRYGN5rniXPFXZ","2017-01-10","us",NA,NA,NA,NA,NA
"773622",200,"everybody dies","J. Cole",144746,"1wIQtB3UQ1TfjNMZZqO6eh","2017-01-10","us",NA,NA,NA,NA,NA
"3042444",1,"Rockabye (feat. Sean Paul & Anne-Marie)","Clean Bandit",272020,"5knuzwU65gJK7IF5yJsuaW","2017-01-01","gb",NA,NA,NA,NA,NA
"3042445",2,"Starboy","The Weeknd",209873,"5aAx2yezTd8zXrkmtKl66Z","2017-01-01","gb",NA,NA,NA,NA,NA
"3042446",3,"Say You Won't Let Go","James Arthur",194633,"5uCax9HTNlzGybIStD3vDh","2017-01-01","gb",NA,NA,NA,NA,NA
"3042447",4,"Sexual","NEIKED",184896,"3AsAuGTaDQzavZZThyYlop","2017-01-01","gb",NA,NA,NA,NA,NA
"3042448",5,"I Would Like","Zara Larsson",182520,"4Q4jmPHwu0wrJvqrld0FQ6","2017-01-01","gb",NA,NA,NA,NA,NA
"3042449",6,"Touch","Little Mix",178228,"5Ua3GXyHwiSfpNTMjq6m2z","2017-01-01","gb",NA,NA,NA,NA,NA
"3042450",7,"Closer","The Chainsmokers",175261,"7BKLCZ1jbUBVqRi2FVlTVw","2017-01-01","gb",NA,NA,NA,NA,NA
"3042451",8,"One Dance","Drake",168014,"1xznGGDReH1oQq0xzbwXa3","2017-01-01","gb",NA,NA,NA,NA,NA
"3042452",9,"Don't Wanna Know","Maroon 5",166120,"5MFzQMkrl1FOOng9tq6R9r","2017-01-01","gb",NA,NA,NA,NA,NA
"3042453",10,"Black Beatles","Rae Sremmurd",159432,"6fujklziTHa8uoM5OQSfIo","2017-01-01","gb",NA,NA,NA,NA,NA
"3042454",11,"Just Hold On","Steve Aoki",157543,"3EmmCZoqpWOTY1g2GBwJoR","2017-01-01","gb",NA,NA,NA,NA,NA
"3042455",12,"24K Magic","Bruno Mars",157406,"6b8Be6ljOzmkOmFslEb23P","2017-01-01","gb",NA,NA,NA,NA,NA
"3042456",13,"Shout Out to My Ex","Little Mix",155842,"0YHUITU3w6ws1v8ehT264g","2017-01-01","gb",NA,NA,NA,NA,NA
"3042457",14,"Human","Rag'n'Bone Man",151988,"58zsLZPvfflaiIbNWoA22O","2017-01-01","gb",NA,NA,NA,NA,NA
"3042458",15,"Fake Love","Drake",147038,"343YBumqHu19cGoGARUTsd","2017-01-01","gb",NA,NA,NA,NA,NA
"3042459",16,"All Night","The Vamps",146632,"4b4KcovePX8Ke2cLIQTLM0","2017-01-01","gb",NA,NA,NA,NA,NA
"3042460",17,"Cold Water (feat. Justin Bieber & MØ)","Major Lazer",143010,"6DNtNfH8hXkqOX1sjqmI7p","2017-01-01","gb",NA,NA,NA,NA,NA
"3042461",18,"I Feel It Coming","The Weeknd",142029,"5GXAXm5YOmYT0kL5jHvYBt","2017-01-01","gb",NA,NA,NA,NA,NA
"3042462",19,"By Your Side","Jonas Blue",133970,"1D3ODoXHBLpdxolZRHWV1j","2017-01-01","gb",NA,NA,NA,NA,NA
"3042463",20,"Let Me Love You","DJ Snake",132605,"4pdPtRcBmOSQDlJ3Fk945m","2017-01-01","gb",NA,NA,NA,NA,NA
"3042464",21,"The Mack","Nevada",129970,"7aV2mflaASUmGhCErm7kBO","2017-01-01","gb",NA,NA,NA,NA,NA
"3042465",22,"Call On Me - Ryan Riback Extended Remix","Starley",127446,"78rIJddV4X0HkNAInEcYde","2017-01-01","gb",NA,NA,NA,NA,NA
"3042466",23,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN",125081,"3NdDpSvN911VPGivFlV5d0","2017-01-01","gb",NA,NA,NA,NA,NA
"3042467",24,"Starving","Hailee Steinfeld",115722,"1qOLh0tI7trd1zdDKxYZTe","2017-01-01","gb",NA,NA,NA,NA,NA
"3042468",25,"Side To Side","Ariana Grande",115012,"4pLwZjInHj3SimIyN9SnOz","2017-01-01","gb",NA,NA,NA,NA,NA
"3042469",26,"Mercy","Shawn Mendes",107965,"4TZy1wLyHec06pwgFYDh1a","2017-01-01","gb",NA,NA,NA,NA,NA
"3042470",27,"You Want Me","Tom Zanetti",106821,"4xX7OsX8XTGWJgRxNNIaFT","2017-01-01","gb",NA,NA,NA,NA,NA
"3042471",28,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")","Justin Timberlake",104258,"6JV2JOEocMgcZxYSZelKcc","2017-01-01","gb",NA,NA,NA,NA,NA
"3042472",29,"Water Under the Bridge","Adele",96486,"4vb4mFvYsr2h6enhjJsq9Y","2017-01-01","gb",NA,NA,NA,NA,NA
"3042473",30,"Now and Later","Sage The Gemini",96055,"08WPvDEsHvTFuB9w8tC2OS","2017-01-01","gb",NA,NA,NA,NA,NA
"3042474",31,"Love On Me","Galantis",94741,"2MHCiOohBZEQuLgDTPvSzF","2017-01-01","gb",NA,NA,NA,NA,NA
"3042475",32,"This Is What You Came For","Calvin Harris",94588,"0azC730Exh71aQlOt9Zj3y","2017-01-01","gb",NA,NA,NA,NA,NA
"3042476",33,"Love Me Now","John Legend",94493,"6nxQdXa1uAL0rY72wPZu89","2017-01-01","gb",NA,NA,NA,NA,NA
"3042477",34,"You Don't Know Me - Radio Edit","Jax Jones",93758,"00lNx0OcTJrS3MKHcB80HY","2017-01-01","gb",NA,NA,NA,NA,NA
"3042478",35,"My Way","Calvin Harris",92955,"1vvNmPOiUuyCbgWmtc6yfm","2017-01-01","gb",NA,NA,NA,NA,NA
"3042479",36,"Don't Let Me Down","The Chainsmokers",89379,"0QsvXIfqM0zZoerQfsI9lm","2017-01-01","gb",NA,NA,NA,NA,NA
"3042480",37,"Treat You Better","Shawn Mendes",89215,"4Hf7WnR761jpxPr5D46Bcd","2017-01-01","gb",NA,NA,NA,NA,NA
"3042481",38,"After The Afterparty (feat. Lil Yachty)","Charli XCX",89090,"0y8Wf6ltWpGCpgqVa21QNX","2017-01-01","gb",NA,NA,NA,NA,NA
"3042482",39,"So Good","Louisa Johnson",86715,"20js7QbHkIuzrgecUTPfl7","2017-01-01","gb",NA,NA,NA,NA,NA
"3042483",40,"In the Name of Love","Martin Garrix",85151,"04DwTuZ2VBdJCCC5TROn7L","2017-01-01","gb",NA,NA,NA,NA,NA
"3042484",41,"September Song","JP Cooper",84125,"0FuTx2s3YH1ppmtiM6l0zI","2017-01-01","gb",NA,NA,NA,NA,NA
"3042485",42,"Controlla","Drake",82401,"6F609ICg9Spjrw1epsAnpa","2017-01-01","gb",NA,NA,NA,NA,NA
"3042486",43,"Too Good","Drake",82144,"11KJSRSgaDxqydKYiD2Jew","2017-01-01","gb",NA,NA,NA,NA,NA
"3042487",44,"Sorry","Justin Bieber",79281,"69bp2EbF7Q2rqc5N3ylezZ","2017-01-01","gb",NA,NA,NA,NA,NA
"3042488",45,"Shed a Light","Robin Schulz",77924,"1cG0umU5TKStygKsPFZ9pY","2017-01-01","gb",NA,NA,NA,NA,NA
"3042489",46,"Work from Home","Fifth Harmony",74688,"4tCtwWceOPWzenK2HAIJSb","2017-01-01","gb",NA,NA,NA,NA,NA
"3042490",47,"Heathens","Twenty One Pilots",73408,"6i0V12jOa3mr6uu4WYhUBr","2017-01-01","gb",NA,NA,NA,NA,NA
"3042491",48,"Mr. Brightside","The Killers",72070,"7oK9VyNzrYvRFo7nQEYkWN","2017-01-01","gb",NA,NA,NA,NA,NA
"3042492",49,"Perfect Strangers","Jonas Blue",71864,"5bZtRlMBU76vHuDOb1GM5u","2017-01-01","gb",NA,NA,NA,NA,NA
"3042493",50,"Cheap Thrills","Sia",69176,"27SdWb2rFzO6GWiYDBTD9j","2017-01-01","gb",NA,NA,NA,NA,NA
"3042494",51,"All We Know","The Chainsmokers",67484,"2rizacJSyD9S1IQUxUxnsK","2017-01-01","gb",NA,NA,NA,NA,NA
"3042495",52,"The Greatest","Sia",67120,"7xHWNBFm6ObGEQPaUxHuKO","2017-01-01","gb",NA,NA,NA,NA,NA
"3042496",53,"Bad Things (with Camila Cabello)","Machine Gun Kelly",64362,"1PSBzsahR2AKwLJgx8ehBj","2017-01-01","gb",NA,NA,NA,NA,NA
"3042497",54,"I Took A Pill In Ibiza - Seeb Remix","Mike Posner",62623,"17Fd6Yb7mSbinKG8LoWfFl","2017-01-01","gb",NA,NA,NA,NA,NA
"3042498",55,"Deja Vu","J. Cole",60391,"6I6NX6tjGsxFAsIfGzY9lJ","2017-01-01","gb",NA,NA,NA,NA,NA
"3042499",56,"Dancing On My Own","Calum Scott",58769,"02WacdrRpm4zlP8H7X6bnQ","2017-01-01","gb",NA,NA,NA,NA,NA
"3042500",57,"Bad and Boujee (feat. Lil Uzi Vert)","Migos",58416,"4Km5HrUvYTaSUfiSGPJeQR","2017-01-01","gb",NA,NA,NA,NA,NA
"3042501",58,"PILLOWTALK","ZAYN",58154,"0PDUDa38GO8lMxLCRc4lL1","2017-01-01","gb",NA,NA,NA,NA,NA
"3042502",59,"Oops","Little Mix",57404,"37xcWhVKQ99uuiA5Y4yapi","2017-01-01","gb",NA,NA,NA,NA,NA
"3042503",60,"Love Yourself","Justin Bieber",57309,"3hB5DgAiMAQ4DzYbsMq1IT","2017-01-01","gb",NA,NA,NA,NA,NA
"3042504",61,"No Lie","Sean Paul",54876,"3cFsmM51N5zMAuu1nNY4Tw","2017-01-01","gb",NA,NA,NA,NA,NA
"3042505",62,"Work","Rihanna",52940,"14WWzenpaEgQZlqPq2nk4v","2017-01-01","gb",NA,NA,NA,NA,NA
"3042506",63,"This Girl (Kungs Vs. Cookin' On 3 Burners) - Kungs Vs. Cookin' On 3 Burners","Kungs",52711,"0tICYNayWWhH9GPeFrfjfD","2017-01-01","gb",NA,NA,NA,NA,NA
"3042507",64,"7 Years","Lukas Graham",51757,"7129iqBafaphfc3WPCGC0L","2017-01-01","gb",NA,NA,NA,NA,NA
"3042508",65,"Love$ick (feat. A$AP Rocky)","Mura Masa",51715,"7Kq16WtEJzdRSNQgdXsn7Y","2017-01-01","gb",NA,NA,NA,NA,NA
"3042509",66,"House Work","Jax Jones",51480,"4Kln4sYiZzemzfdbLXW00G","2017-01-01","gb",NA,NA,NA,NA,NA
"3042510",67,"Lush Life","Zara Larsson",51353,"1rIKgCH4H52lrvDcz50hS8","2017-01-01","gb",NA,NA,NA,NA,NA
"3042511",68,"Into You","Ariana Grande",51036,"7yHEDfrJNd0zWOfXwydNH0","2017-01-01","gb",NA,NA,NA,NA,NA
"3042512",69,"Oh Lord","MiC LOWRY",50572,"1sTUEdVO85YU8Ymk2jeAls","2017-01-01","gb",NA,NA,NA,NA,NA
"3042513",70,"Ignition - Remix","R. Kelly",49631,"5dNfHmqgr128gMY2tc5CeJ","2017-01-01","gb",NA,NA,NA,NA,NA
"3042514",71,"Party Monster","The Weeknd",48857,"4F7A0DXBrmUAkp32uenhZt","2017-01-01","gb",NA,NA,NA,NA,NA
"3042515",72,"Cake By The Ocean","DNCE",48392,"2aFiaMXmWsM3Vj72F9ksBl","2017-01-01","gb",NA,NA,NA,NA,NA
"3042516",73,"Faith - Remastered","George Michael",48245,"0HEmnAUT8PHznIAAmVXqFJ","2017-01-01","gb",NA,NA,NA,NA,NA
"3042517",74,"Careless Whisper","George Michael",48142,"2R7858bg0GHuBBxjTyOL7N","2017-01-01","gb",NA,NA,NA,NA,NA
"3042518",75,"Light It Up (feat. Nyla & Fuse ODG) - Remix","Major Lazer",47709,"0L7loeTIg6akW84aEQZpCT","2017-01-01","gb",NA,NA,NA,NA,NA
"3042519",76,"Fast Car","Jonas Blue",47681,"6OZh916QF8XNunWaP97WEZ","2017-01-01","gb",NA,NA,NA,NA,NA
"3042520",77,"How Far I'll Go - From ""Moana""","Alessia Cara",47336,"5hYTyyh2odQKphUbMqc5gN","2017-01-01","gb",NA,NA,NA,NA,NA
"3042521",78,"Lock Doh","Giggs",47128,"6dh1aHKIyvpcOHEPWokza3","2017-01-01","gb",NA,NA,NA,NA,NA
"3042522",79,"Hello","Adele",46436,"4sPmO7WMQUAf45kwMOtONw","2017-01-01","gb",NA,NA,NA,NA,NA
"3042523",80,"Stressed Out","Twenty One Pilots",45494,"3CRDbSIZ4r5MsZ0YwxuEkn","2017-01-01","gb",NA,NA,NA,NA,NA
"3042524",81,"Signed, Sealed, Delivered (I'm Yours)","Stevie Wonder",44996,"3M5eeHXgG4VplKNcsBC8Dj","2017-01-01","gb",NA,NA,NA,NA,NA
"3042525",82,"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)","Lil Wayne",44518,"4dASQiO1Eoo3RJvt74FtXB","2017-01-01","gb",NA,NA,NA,NA,NA
"3042526",83,"Stitches","Shawn Mendes",44332,"1WP1r7fuvRqZRnUaTi2I1Q","2017-01-01","gb",NA,NA,NA,NA,NA
"3042527",84,"Would I Lie to You","John Gibbons",43880,"6Zp0OnaLtS9AjtK1jeC930","2017-01-01","gb",NA,NA,NA,NA,NA
"3042528",85,"i hate u, i love u (feat. olivia o'brien)","gnash",43404,"7vRriwrloYVaoAe3a9wJHe","2017-01-01","gb",NA,NA,NA,NA,NA
"3042529",86,"Alarm","Anne-Marie",43351,"0OwX5aROoW1Iip8FV51Efg","2017-01-01","gb",NA,NA,NA,NA,NA
"3042530",87,"Trust Nobody (feat. Selena Gomez & Tory Lanez)","Cashmere Cat",43312,"2wDjpPW3HZdA9quPPmZAMu","2017-01-01","gb",NA,NA,NA,NA,NA
"3042531",88,"Girls Like (feat. Zara Larsson)","Tinie Tempah",42937,"5BOZ4skcMubA0R6RD4zf64","2017-01-01","gb",NA,NA,NA,NA,NA
"3042532",89,"What Do You Mean?","Justin Bieber",42784,"3pzjHKrQSvXGHQ98dx18HI","2017-01-01","gb",NA,NA,NA,NA,NA
"3042533",90,"Sex","Cheat Codes",42523,"5DA77EqppDmCTWGovd4oTP","2017-01-01","gb",NA,NA,NA,NA,NA
"3042534",91,"Send My Love (To Your New Lover)","Adele",42326,"4BHzQ9C00ceJxfG16AlNWb","2017-01-01","gb",NA,NA,NA,NA,NA
"3042535",92,"Blow Your Mind (Mwah)","Dua Lipa",42166,"2eAAEa8pxKF7My0EO4rFgR","2017-01-01","gb",NA,NA,NA,NA,NA
"3042536",93,"Broccoli (feat. Lil Yachty)","DRAM",41725,"7yyRTcZmCiyzzJlNzGC9Ol","2017-01-01","gb",NA,NA,NA,NA,NA
"3042537",94,"Adventure Of A Lifetime","Coldplay",41341,"69uxyAqqPIsUyTO8txoP2M","2017-01-01","gb",NA,NA,NA,NA,NA
"3042538",95,"Panda","Desiigner",41255,"5OOkp4U9P9oL23maHFHL1h","2017-01-01","gb",NA,NA,NA,NA,NA
"3042539",96,"Scars To Your Beautiful","Alessia Cara",40939,"0prNGof3XqfTvNDxHonvdK","2017-01-01","gb",NA,NA,NA,NA,NA
"3042540",97,"Ain't My Fault","Zara Larsson",40509,"0ADG9OgdVTL7fgREP75BrZ","2017-01-01","gb",NA,NA,NA,NA,NA
"3042541",98,"Tilted","Christine and the Queens",40028,"0mQnLhHH5WwRc5gtnzLtK6","2017-01-01","gb",NA,NA,NA,NA,NA
"3042542",99,"We Don't Talk Anymore (feat. Selena Gomez)","Charlie Puth",39961,"68EMU2RD1ECNeOeJ5qAXCV","2017-01-01","gb",NA,NA,NA,NA,NA
"3042543",100,"Everglow - Single Version, Radio Edit","Coldplay",39831,"6aG68QSwv0hgNTq90I2GOE","2017-01-01","gb",NA,NA,NA,NA,NA
"3042544",101,"Thinking Out Loud","Ed Sheeran",39677,"1Slwb6dOYkBlWal1PGtnNg","2017-01-01","gb",NA,NA,NA,NA,NA
"3042545",102,"Find Me","Sigma",38936,"2Wr970IfovsSGnfkE08iMF","2017-01-01","gb",NA,NA,NA,NA,NA
"3042546",103,"Redbone","Childish Gambino",38527,"3kxfsdsCpFgN412fpnW85Y","2017-01-01","gb",NA,NA,NA,NA,NA
"3042547",104,"When Christmas Comes Around","Matt Terry",38337,"3HgmWNk2YBRfh4NSdrCce2","2017-01-01","gb",NA,NA,NA,NA,NA
"3042548",105,"Needed Me","Rihanna",38214,"1Tt4sE4pXi57mTD1GCzsqm","2017-01-01","gb",NA,NA,NA,NA,NA
"3042549",106,"Wonderwall - Remastered","Oasis",38112,"5qqabIl2vWzo9ApSC317sa","2017-01-01","gb",NA,NA,NA,NA,NA
"3042550",107,"Wake Me up Before You Go-Go","Wham!",37545,"0ikz6tENMONtK6qGkOrU3c","2017-01-01","gb",NA,NA,NA,NA,NA
"3042551",108,"Cheap Thrills","Sia",37511,"378iszndTZAR4dH8kwsLC6","2017-01-01","gb",NA,NA,NA,NA,NA
"3042552",109,"Should've Been Me","Naughty Boy",37472,"4aiLpwwZw5Ek9KkBMnt6Zu","2017-01-01","gb",NA,NA,NA,NA,NA
"3042553",110,"Faded","Alan Walker",37324,"7gHs73wELdeycvS48JfIos","2017-01-01","gb",NA,NA,NA,NA,NA
"3042554",111,"Naive","The Kooks",37250,"7BHPGtpuuWWsvE7cCaMuEU","2017-01-01","gb",NA,NA,NA,NA,NA
"3042555",112,"Don't Mind","Kent Jones",36905,"27PmvZoffODNFW2p7ehZTQ","2017-01-01","gb",NA,NA,NA,NA,NA
"3042556",113,"Make Me (Cry)","Noah Cyrus",36836,"2BrzlUj1u1CtvaJDGIKpsP","2017-01-01","gb",NA,NA,NA,NA,NA
"3042557",114,"Juju On That Beat (TZ Anthem)","Zay Hilfigerrr",36647,"1lItf5ZXJc1by9SbPeljFd","2017-01-01","gb",NA,NA,NA,NA,NA
"3042558",115,"That's My Girl","Fifth Harmony",36539,"2ACOWPLUe4A4KuQ5ioD2od","2017-01-01","gb",NA,NA,NA,NA,NA
"3042559",116,"As","Mary J. Blige",36316,"5q04pZVJMn7W3NKwsU7FcR","2017-01-01","gb",NA,NA,NA,NA,NA
"3042560",117,"Let It Go","James Bay",36277,"13HVjjWUZFaWilh2QUJKsP","2017-01-01","gb",NA,NA,NA,NA,NA
"3042561",118,"Crank It (Woah!) - Radio Edit","Kideko",36219,"4PXVZqZdzzfqFX39LS52b3","2017-01-01","gb",NA,NA,NA,NA,NA
"3042562",119,"Ride","Twenty One Pilots",36207,"2Z8WuEywRWYTKe1NybPQEW","2017-01-01","gb",NA,NA,NA,NA,NA
"3042563",120,"When We Were Young","Adele",36014,"7IWkJwX9C0J7tHurTD7ViL","2017-01-01","gb",NA,NA,NA,NA,NA
"3042564",121,"The Greatest","Sia",35728,"6bLopGnirdrilrpdVB6Um1","2017-01-01","gb",NA,NA,NA,NA,NA
"3042565",122,"September","Earth, Wind & Fire",35650,"1mqlc0vEP9mU1kZgTi6LIQ","2017-01-01","gb",NA,NA,NA,NA,NA
"3042566",123,"I Wanna Dance with Somebody (Who Loves Me)","Whitney Houston",35482,"2tUBqZG2AbRi7Q0BIrVrEj","2017-01-01","gb",NA,NA,NA,NA,NA
"3042567",124,"No Money","Galantis",35239,"0gb1J5UrTpzaU1s3nupgCd","2017-01-01","gb",NA,NA,NA,NA,NA
"3042568",125,"Freedom! '90","George Michael",34771,"1D6nV9TPfMnWm7UdVsDVfI","2017-01-01","gb",NA,NA,NA,NA,NA
"3042569",126,"Fluorescent Adolescent","Arctic Monkeys",34651,"7e8utCy2JlSB8dRHKi49xM","2017-01-01","gb",NA,NA,NA,NA,NA
"3042570",127,"Hey Ya! - Radio Mix / Club Mix","OutKast",34626,"2PpruBYCo4H7WOBJ7Q2EwM","2017-01-01","gb",NA,NA,NA,NA,NA
"3042571",128,"Dancing in the Moonlight","Toploader",34475,"3Fzlg5r1IjhLk2qRw667od","2017-01-01","gb",NA,NA,NA,NA,NA
"3042572",129,"Miss You","James Hersey",34433,"7of1slAJIWrXxP8ikAHxje","2017-01-01","gb",NA,NA,NA,NA,NA
"3042573",130,"Photograph","Ed Sheeran",34328,"6fxVffaTuwjgEk5h9QyRjy","2017-01-01","gb",NA,NA,NA,NA,NA
"3042574",131,"Millionaire (feat. Nelly)","Cash Cash",33871,"3UDXkdQquqCEAJdNAsA1wO","2017-01-01","gb",NA,NA,NA,NA,NA
"3042575",132,"Hymn For The Weekend","Coldplay",33678,"3RiPr603aXAoi4GHyXx0uy","2017-01-01","gb",NA,NA,NA,NA,NA
"3042576",133,"I Say a Little Prayer","Aretha Franklin",32630,"3NfxSdJnVdon1axzloJgba","2017-01-01","gb",NA,NA,NA,NA,NA
"3042577",134,"Tears (feat. Louisa Johnson)","Clean Bandit",32629,"7py16W5fWYLFFS6BElKAjn","2017-01-01","gb",NA,NA,NA,NA,NA
"3042578",135,"Uptown Funk","Mark Ronson",32290,"32OlwWuMpZ6b0aN2RZOeMS","2017-01-01","gb",NA,NA,NA,NA,NA
"3042579",136,"Superstition - Single Version","Stevie Wonder",32134,"5lXcSvHRVjQJ3LB2rLKQog","2017-01-01","gb",NA,NA,NA,NA,NA
"3042580",137,"Pompeii","Bastille",32006,"3gbBpTdY8lnQwqxNCcf795","2017-01-01","gb",NA,NA,NA,NA,NA
"3042581",138,"Seven Nation Army","The White Stripes",31948,"1jNOi6m3Hn8nLEeHCp5Msr","2017-01-01","gb",NA,NA,NA,NA,NA
"3042582",139,"Jumpman","Drake",31716,"27GmP9AWRs744SzKcpJsTZ","2017-01-01","gb",NA,NA,NA,NA,NA
"3042583",140,"False Alarm","Matoma",31527,"7gZQfdEQpmwAoPHSbEHzms","2017-01-01","gb",NA,NA,NA,NA,NA
"3042584",141,"Sidewalks","The Weeknd",31453,"4h90qkbnW1Qq6pBhoPvwko","2017-01-01","gb",NA,NA,NA,NA,NA
"3042585",142,"Is This Love - Remix","Bob Marley & The Wailers",31000,"1w5sLDYzYAGI0AkLc6FPlO","2017-01-01","gb",NA,NA,NA,NA,NA
"3042586",143,"The Sound","The 1975",30799,"316r1KLN0bcmpr7TZcMCXT","2017-01-01","gb",NA,NA,NA,NA,NA
"3042587",144,"Don't Stop Me Now - Remastered","Queen",30735,"5T8EDUDqKcs6OSOwEsfqG7","2017-01-01","gb",NA,NA,NA,NA,NA
"3042588",145,"Trouble","OFFAIAH",30521,"2pex1RNUgi1FwVUTMnIQ1x","2017-01-01","gb",NA,NA,NA,NA,NA
"3042589",146,"Let Me Hold You (Turn Me On)","Dante Klein",30297,"0lmdsH1MIoLsMymnNpd6HU","2017-01-01","gb",NA,NA,NA,NA,NA
"3042590",147,"Don't Stop Believin'","Journey",30287,"4bHsxqR3GMrXTxEPLuK5ue","2017-01-01","gb",NA,NA,NA,NA,NA
"3042591",148,"Someone Like You","Adele",29932,"4kflIGfjdZJW4ot2ioixTB","2017-01-01","gb",NA,NA,NA,NA,NA
"3042592",149,"Do I Wanna Know?","Arctic Monkeys",29765,"3rq5w4bQGigXOfdN30ATJt","2017-01-01","gb",NA,NA,NA,NA,NA
"3042593",150,"Stronger","Kanye West",29742,"6C7RJEIUDqKkJRZVWdkfkH","2017-01-01","gb",NA,NA,NA,NA,NA
"3042594",151,"Shutdown","Skepta",29712,"1CireMJYXN8Rw4u1HG5GFZ","2017-01-01","gb",NA,NA,NA,NA,NA
"3042595",152,"Good Grief","Bastille",29710,"6IGA5YrFiEr5ANrMqKkR6H","2017-01-01","gb",NA,NA,NA,NA,NA
"3042596",153,"Shut Up and Dance","WALK THE MOON",29616,"4kbj5MwxO1bq9wjT5g9HaA","2017-01-01","gb",NA,NA,NA,NA,NA
"3042597",154,"You Don't Know Love","Olly Murs",29189,"3ZeszLrkylVDyAFS9MLajv","2017-01-01","gb",NA,NA,NA,NA,NA
"3042598",155,"Me, Myself & I","G-Eazy",29011,"40YcuQysJ0KlGQTeGUosTC","2017-01-01","gb",NA,NA,NA,NA,NA
"3042599",156,"Not In Love","M.O",28992,"5Odgb6uCWnL8U3Eb3ijLZj","2017-01-01","gb",NA,NA,NA,NA,NA
"3042600",157,"Six Feet Under","The Weeknd",28974,"4mU5iXHeLgbR94siF7p1sY","2017-01-01","gb",NA,NA,NA,NA,NA
